Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
1083,Love Ball,,156,Item,,,,,,,,,,,,"Search your deck for a Pokémon with the same name as 1 of your opponent’s Pokémon in play, reveal it, and put it into your hand. Then, shuffle your deck."
1084,Boxed Order,TEF,143,Item,,,,,,,,,,,,"Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Then, shuffle your deck. Your turn ends."
1085,Awakening Drum,TEF,141,Item,ACE SPEC,Ancient,,,,,,,,,,Draw a card for each of your Ancient Pokémon in play.
1086,Buddy-Buddy Poffin,TEF,144,Item,,,,,,,,,,,,"Search your deck for up to 2 Basic Pokémon with 70 HP or less and put them onto your Bench. Then, shuffle your deck."
1087,Hand Trimmer,TEF,150,Item,,,,,,,,,,,,"Each player discards cards from their hand until they have 5 cards in their hand. Your opponent discards first. (If a player has 5 or fewer cards in their hand, they do not discard.)"
1088,Prime Catcher,TEF,157,Item,ACE SPEC,,,,,,,,,,,"Switch in 1 of your opponent’s Benched Pokémon to the Active Spot. If you do, switch your Active Pokémon with 1 of your Benched Pokémon."
1089,Reboot Pod,TEF,158,Item,ACE SPEC,Future,,,,,,,,,,Attach a Basic Energy card from your discard pile to each of your Future Pokémon.
1090,Ogre’s Mask,TWM,159,Item,,,,,,,,,,,,"Choose a Pokémon {ex} in your discard pile that has “Ogerpon” in its name, and switch it with 1 of your Pokémon {ex} in play that has “Ogerpon” in its name. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon."
1091,Accompanying Flute,TWM,142,Item,,,,,,,,,,,,Reveal the top 5 cards of your opponent’s deck. You may choose any number of Basic Pokémon you find there and put those Pokémon onto their Bench. Your opponent shuffles the other cards back into their deck.
1092,Secret Box,TWM,163,Item,ACE SPEC,,,,,,,,,,,"You can use this card only if you discard 3 other cards from your hand.

Search your deck for an Item card, a Pokémon Tool card, a Supporter card, and a Stadium card, reveal them, and put them into your hand. Then, shuffle your deck."
1093,Scoop Up Cyclone,TWM,162,Item,ACE SPEC,,,,,,,,,,,Put 1 of your Pokémon and all attached cards into your hand.
1094,Bug Catching Set,TWM,143,Item,,,,,,,,,,,,Look at the top 7 cards of your deck. You may reveal up to 2 in any combination of {G} Pokémon and Basic {G} Energy cards you find there and put them into your hand. Shuffle the other cards back into your deck.
1095,Dangerous Laser,SFA,58,Item,ACE SPEC,,,,,,,,,,,Your opponent’s Active Pokémon is now Burned and Confused.
1096,Poké Vital A,SFA,62,Item,ACE SPEC,,,,,,,,,,,"Heal 150 damage from 1 of your Pokémon.

This card can’t be put into your hand or deck from the discard pile."
1097,Night Stretcher,SFA,61,Item,,,,,,,,,,,,Put a Pokémon or a Basic Energy card from your discard pile into your hand.
1098,Glass Trumpet,SCR,135,Item,,,,,,,,,,,,"You can use this card only if you have any Tera Pokémon in play.

Choose up to 2 of your Benched {C} Pokémon and attach a Basic Energy card from your discard pile to each of them."
1099,Antique Root Fossil,SCR,130,Item,,Fossil,Evolve to Lileep,60.0,,,,,,,,"Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.

At any time during your turn, you may discard this card from play."
1099,Antique Root Fossil,SCR,130,Item,,Fossil,Evolve to Lileep,60.0,,,,,[Ability] Primal Root,,,"As long as this Pokémon is in the Active Spot, attacks used by your opponent’s Basic Pokémon cost {C} more."
1100,Energy Search Pro,SSP,176,Item,ACE SPEC,,,,,,,,,,,"Search your deck for any number of Basic Energy cards of different types, reveal them, and put them into your hand. Then, shuffle your deck."
1101,Call Bell,SSP,165,Item,,,,,,,,,,,,"You can use this card only if you go second, and only during your first turn.

Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck."
1102,Dusk Ball,SSP,175,Item,,,,,,,,,,,,Look at the bottom 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck.
1103,Meddling Memo,SSP,181,Item,,,,,,,,,,,,"Your opponent counts the cards in their hand, shuffles those cards, and puts them on the bottom of their deck. If they do, they draw that many cards."
1104,Megaton Blower,SSP,182,Item,ACE SPEC,,,,,,,,,,,"Discard all Pokémon Tools and Special Energy from all of your opponent’s Pokémon, and discard a Stadium in play."
1105,Dragon Elixir,SSP,172,Item,,,,,,,,,,,,Heal 60 damage from your Active {N} Pokémon.
1106,Deduction Kit,SSP,171,Item,,,,,,,,,,,,"Look at the top 3 cards of your deck and put them back in any order, or shuffle them and put them on the bottom of your deck."
1107,Scramble Switch,SSP,186,Item,ACE SPEC,,,,,,,,,,,"Switch your Active Pokémon with 1 of your Benched Pokémon. If you do, you may move any amount of Energy from the Pokémon you moved to your Bench to the new Active Pokémon."
1108,Chill Teaser Toy,SSP,166,Item,,,,,,,,,,,,"You can use this card only if you go second, and only during your first turn.
Put an Energy attached to 1 of your opponent’s Pokémon into their hand."
1109,Miracle Headset,SSP,183,Item,ACE SPEC,,,,,,,,,,,Put up to 2 Supporter cards from your discard pile into your hand.
1110,Max Rod,PRE,116,Item,ACE SPEC,,,,,,,,,,,Put up to 5 in any combination of Pokémon and Basic Energy cards from your discard pile into your hand.
1111,Treasure Tracker,PRE,131,Item,ACE SPEC,,,,,,,,,,,"Search your deck for up to 5 Pokémon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck."
1112,Super Potion,JTG,158,Item,,,,,,,,,,,,"Heal 60 damage from 1 of your Pokémon. If you healed any damage in this way, discard an Energy from that Pokémon."
1113,N’s PP Up,JTG,153,Item,,,,,,,,,,,,Attach a Basic Energy card from your discard pile to 1 of your Benched N’s Pokémon.
1114,Redeemable Ticket,JTG,156,Item,,,,,,,,,,,,"Count your Prize cards, shuffle them, and put them on the bottom of your deck. Then, take that many cards from the top of your deck and put them face down as your Prize cards."
1115,Hop’s Bag,JTG,147,Item,,,,,,,,,,,,"Search your deck for up to 2 Basic Hop’s Pokémon and put them onto your Bench. Then, shuffle your deck."
1116,Energy Switch,SVI,173,Item,,,,,,,,,,,,Move a Basic Energy from 1 of your Pokémon to another of your Pokémon.
1117,Potion,SVI,188,Item,,,,,,,,,,,,Heal 30 damage from 1 of your Pokémon.
1118,Energy Retrieval,SVI,171,Item,,,,,,,,,,,,Put up to 2 Basic Energy cards from your discard pile into your hand.
1119,Energy Search,SVI,172,Item,,,,,,,,,,,,"Search your deck for a Basic Energy card, reveal it, and put it into your hand. Then, shuffle your deck."
1120,Crushing Hammer,SVI,168,Item,,,,,,,,,,,,"Flip a coin. If heads, discard an Energy from 1 of your opponent’s Pokémon."
1121,Ultra Ball,SVI,196,Item,,,,,,,,,,,,"You can use this card only if you discard 2 other cards from your hand.

Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
1122,Pokégear 3.0,SVI,186,Item,,,,,,,,,,,,Look at the top 7 cards of your deck. You may reveal a Supporter card you find there and put it into your hand. Shuffle the other cards back into your deck.
1123,Switch,SVI,194,Item,,,,,,,,,,,,Switch your Active Pokémon with 1 of your Benched Pokémon.
1124,Pokémon Catcher,SVI,187,Item,,,,,,,,,,,,"Flip a coin. If heads, switch in 1 of your opponent’s Benched Pokémon to the Active Spot."
1125,Master Ball,TEF,153,Item,ACE SPEC,,,,,,,,,,,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
1126,Precious Trolley,SSP,185,Item,ACE SPEC,,,,,,,,,,,"Search your deck for any number of Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
1127,Tera Orb,SSP,189,Item,,,,,,,,,,,,"Search your deck for a Tera Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
1128,Brilliant Blender,SSP,164,Item,ACE SPEC,,,,,,,,,,,"Search your deck for up to 5 cards and discard them. Then, shuffle your deck."
1129,Sacred Ash,DRI,168,Item,,,,,,,,,,,,Shuffle up to 5 Pokémon from your discard pile into your deck.
1130,Arven's Sandwich,DRI,161,Item,,,,,,,,,,,,"Heal 30 damage from your Active Pokémon. If that Pokémon is an Arven’s Pokémon, heal 100 damage from it instead."
1131,Team Rocket's Bother-Bot,DRI,172,Item,,,,,,,,,,,,Turn 1 of your opponent’s face-down Prize cards face up and choose a random card from your opponent’s hand. Your opponent reveals that card. You may have your opponent switch those cards. (That Prize card remains face up for the rest of the game.)
1132,Team Rocket's Great Ball,DRI,175,Item,,,,,,,,,,,,"Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck."
1133,Team Rocket's Venture Bomb,DRI,179,Item,,,,,,,,,,,,"Flip a coin. If heads, put 2 damage counters on 1 of your opponent’s Pokémon. If tails, put 2 damage counters on your Active Pokémon."
1134,Team Rocket's Transceiver,DRI,178,Item,,,,,,,,,,,,"Search your deck for a Supporter card that has “Team Rocket” in its name, reveal it, and put it into your hand. Then, shuffle your deck."
1135,Energy Coin,BLK,81,Item,,,,,,,,,,,,"Flip 2 coins. If both of them are heads, search your deck for a Basic Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck."
1136,Antique Cover Fossil,BLK,80,Item,,Fossil,Evolve to Tirtouga,60.0,,,,,,,,"Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.

At any time during your turn, you may discard this card from play."
1136,Antique Cover Fossil,BLK,80,Item,,Fossil,Evolve to Tirtouga,60.0,,,,,[Ability] Protective Cover,,,Prevent all effects of attacks used by your opponent’s Pokémon done to this Pokémon. (Damage is not an effect.)
1137,Tool Scrapper,WHT,85,Item,,,,,,,,,,,,Choose up to 2 Pokémon Tools attached to Pokémon (yours or your opponent’s) and discard them.
1138,Antique Plume Fossil,WHT,79,Item,,Fossil,Evolve to Archen,60.0,,,,,,,,"Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.

At any time during your turn, you may discard this card from play."
1138,Antique Plume Fossil,WHT,79,Item,,Fossil,Evolve to Archen,60.0,,,,,[Ability] Plume Protection,,,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks from your opponent’s Pokémon."
1139,Energy Recycler,DRI,164,Item,,,,,,,,,,,,Shuffle up to 5 Basic Energy cards from your discard pile into your deck.
1140,Iron Defender,MEG,118,Item,,,,,,,,,,,,"During your opponent’s next turn, all of your {M} Pokémon take 30 less damage from attacks from your opponent’s Pokémon (after applying Weakness and Resistance). (This includes new Pokémon that come into play.)"
1141,Premium Power Pro,MEG,124,Item,,,,,,,,,,,,"During this turn, attacks used by your {F} Pokémon do 30 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
1142,Fighting Gong,MEG,116,Item,,,,,,,,,,,,"Search your deck for a Basic {F} Energy card or a Basic {F} Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
1143,Repel,MEG,126,Item,,,,,,,,,,,,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
1144,Strange Timepiece,MEG,128,Item,,,,,,,,,,,,Devolve 1 of your evolved {P} Pokémon by putting any number of Evolution cards on it into your hand. (That Pokémon can’t evolve this turn.)
1145,Mega Signal,MEG,121,Item,,,,,,,,,,,,"Search your deck for a Mega Evolution Pokémon {ex}, reveal it, and put it into your hand. Then, shuffle your deck."
1146,Wondrous Patch,PFL,94,Item,,,,,,,,,,,,Attach a Basic {P} Energy card from your discard pile to 1 of your Benched {P} Pokémon.
1147,Jumbo Ice Cream,PFL,91,Item,,,,,,,,,,,,Heal 80 damage from your Active Pokémon that has 3 or more Energy attached.
1148,Blowtorch,PFL,86,Item,,,,,,,,,,,,"You can use this card only if you discard a Basic {R} Energy card from your hand.

Discard a Pokémon Tool or Special Energy card from 1 of your opponent’s Pokémon, or discard a Stadium in play."
1149,Energy Swatter,POR,73,Item,,,,,,,,,,,,"Your opponent reveals their hand, and you choose an Energy card you find there and put it on the bottom of their deck."
1150,Antique Jaw Fossil,POR,68,Item,,Fossil,Evolve to Tyrunt,60.0,,,,,,,,"Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.

At any time during your turn, you may discard this card from play."
1150,Antique Jaw Fossil,POR,68,Item,,Fossil,Evolve to Tyrunt,60.0,,,,,[Ability] Intimidating Jaw,,,"As long as this Pokémon is in the Active Spot, attacks used by your opponent’s Active Pokémon do 30 less damage (before applying Weakness and Resistance)."
1151,Antique Sail Fossil,POR,69,Item,,Fossil,Evolve to Amaura,60.0,,,,,,,,"Play this card as if it were a 60-HP Basic {C} Pokémon. This card can’t be affected by any Special Conditions and can’t retreat.

At any time during your turn, you may discard this card from play."
1151,Antique Sail Fossil,POR,69,Item,,Fossil,Evolve to Amaura,60.0,,,,,[Ability] Protective Sail,,,"Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to this Pokémon."
1152,Poké Pad,POR,81,Item,,,,,,,,,,,,"Search your deck for a Pokémon that doesn’t have a Rule Box, reveal it, and put it into your hand. Then, shuffle your deck. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)"
1153,Lumiose Galette,POR,78,Item,,,,,,,,,,,,Heal 20 damage and remove a Special Condition from your Active Pokémon.
1154,Team Rocket’s Hypnotizer,ASC,206,Pokémon Tool,,,,,,,,,,,,"If the Team Rocket’s Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Team Rocket’s Pokémon is Knocked Out), the Attacking Pokémon is now Asleep."
1155,Survival Brace,TWM,164,Pokémon Tool,ACE SPEC,,,,,,,,,,,"If the Pokémon this card is attached to has full HP and would be Knocked Out by damage from an attack from your opponent’s Pokémon, it is not Knocked Out, and its remaining HP becomes 10. Then, discard this card."
1156,Lucky Helmet,TWM,158,Pokémon Tool,,,,,,,,,,,,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), draw 2 cards."
1157,Rescue Board,TEF,159,Pokémon Tool,,,,,,,,,,,,"The Retreat Cost of the Pokémon this card is attached to is {C} less. If that Pokémon’s remaining HP is 30 or less, it has no Retreat Cost."
1158,Maximum Belt,TEF,154,Pokémon Tool,ACE SPEC,,,,,,,,,,,Attacks used by the Pokémon this card is attached to do 50 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance).
1159,Hero’s Cape,TEF,152,Pokémon Tool,ACE SPEC,,,,,,,,,,,The Pokémon this card is attached to gets +100 HP.
1160,Heavy Baton,TEF,151,Pokémon Tool,,,,,,,,,,,,"If the Pokémon this card is attached to has a Retreat Cost of exactly 4, is in the Active Spot, and is Knocked Out by damage from an attack from your opponent’s Pokémon, move up to 3 Basic Energy cards from that Pokémon to your Benched Pokémon in any way you like."
1161,Handheld Fan,TWM,150,Pokémon Tool,,,,,,,,,,,,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), move an Energy from the Attacking Pokémon to 1 of your opponent’s Benched Pokémon."
1162,Binding Mochi,SFA,55,Pokémon Tool,,,,,,,,,,,,Attacks used by the Poisoned Pokémon this card is attached to do 40 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).
1163,Powerglass,SFA,63,Pokémon Tool,,,,,,,,,,,,"At the end of your turn (after your attack), if the Pokémon this card is attached to is in the Active Spot, you may attach a Basic Energy card from your discard pile to it."
1164,Payapa Berry,SCR,141,Pokémon Tool,,,,,,,,,,,,"If the Pokémon this card is attached to is damaged by an attack from your opponent’s {P} Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."
1165,Sparkling Crystal,SCR,142,Pokémon Tool,ACE SPEC,,,,,,,,,,,"When the Tera Pokémon this card is attached to uses an attack, that attack costs 1 Energy less. (The Energy can be of any type.)"
1166,Gravity Gemstone,SCR,137,Pokémon Tool,,,,,,,,,,,,"As long as the Pokémon this card is attached to is in the Active Spot, the Retreat Cost of both Active Pokémon is {C} more."
1167,Deluxe Bomb,SCR,134,Pokémon Tool,ACE SPEC,,,,,,,,,,,"If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), put 12 damage counters on the Attacking Pokémon. If you placed any damage counters in this way, discard this card."
1168,Counter Gain,SSP,169,Pokémon Tool,,,,,,,,,,,,"If you have more Prize cards remaining than your opponent, attacks used by the Pokémon this card is attached to cost {C} less."
1169,Amulet of Hope,SSP,162,Pokémon Tool,ACE SPEC,,,,,,,,,,,"If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent’s Pokémon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck."
1170,Haban Berry,PRE,111,Pokémon Tool,,,,,,,,,,,,"If the Pokémon this card is attached to is damaged by an attack from your opponent’s {N} Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."
1171,Hop’s Choice Band,JTG,148,Pokémon Tool,,,,,,,,,,,,Attacks used by the Hop’s Pokémon this card is attached to cost {C} less and do 30 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).
1172,Lillie’s Pearl,JTG,151,Pokémon Tool,,,,,,,,,,,,"If the Lillie’s Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent’s Pokémon, that player takes 1 fewer Prize card."
1173,Cynthia's Power Weight,DRI,162,Pokémon Tool,,,,,,,,,,,,The Cynthia’s Pokémon this card is attached to gets +70 HP.
1174,Air Balloon,BLK,79,Pokémon Tool,,,,,,,,,,,,The Retreat Cost of the Pokémon this card is attached to is {C}{C} less.
1175,Brave Bangle,WHT,80,Pokémon Tool,,,,,,,,,,,,"If the Pokémon this card is attached to doesn’t have a Rule Box, the attacks it uses do 30 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance). (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)"
1176,Punk Helmet,PFL,92,Pokémon Tool,,,,,,,,,,,,"If the {D} Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), place 4 damage counters on the Attacking Pokémon."
1177,Sacred Charm,PFL,93,Pokémon Tool,,,,,,,,,,,,The Pokémon this card is attached to takes 30 less damage from attacks from your opponent’s Pokémon that have an Ability (after applying Weakness and Resistance).
1178,Light Ball,ASC,191,Pokémon Tool,,,,,,,,,,,,Attacks used by the Pikachu {ex} this card is attached to do 50 more damage to your opponent’s Active Pokémon {ex} (before applying Weakness and Resistance).
1179,Thick Scale,ASC,211,Pokémon Tool,,,,,,,,,,,,"The {N} Pokémon this card is attached to takes 50 less damage from attacks from your opponent’s {G}, {R}, {W}, or {L} Pokémon (after applying Weakness and Resistance)."
